id,title,note,excerpt,url,tags,created,cover,highlights,favorite
1649932112,Scientists Figured Out How to Make Glass That Almost Defies Physics,,"Physicists have long pondered if there’s a way to form glass with minimal entropy, known as “ideal glass.” A team of scientists may have proven its possible.",https://www.popularmechanics.com/science/a70716994/ideal-glass/,,2026-03-19T17:48:18.748Z,"https://hips.hearstapps.com/hmg-prod/images/609d6ed1-a360-4fb3-9afe-d0177576d3ee.jpeg?crop=0.75xw:1xh;center,top&resize=100:*",,false
1648382255,Economic Inequality: It’s Far Worse Than You Think,,"The great divide between our beliefs, our ideals, and reality",https://www.scientificamerican.com/article/economic-inequality-it-s-far-worse-than-you-think/,,2026-03-18T07:52:48.526Z,https://static.scientificamerican.com/sciam/cache/file/9FC2BB4C-BECD-42E1-8440F824247231D1_source.jpg?w=1200,,false
1648382197,How Misinfodemics Spread Disease,,"Researchers are finding more and more that online misinformation fuels the spread of diseases such as tooth decay, Ebola, and measles.",https://www.theatlantic.com/technology/archive/2018/08/how-misinfodemics-spread-disease/568921/,,2026-03-18T07:52:37.680Z,https://cdn.theatlantic.com/thumbor/IuibArEMpZcsMOlGDnZX0E4MCHg=/0x194:2644x1571/1200x625/media/img/mt/2018/08/RTR4OFFU/original.jpg,,false
1645143228,Criminals hijack thousands of devices to create never-before-seen cyber weapon | The Independent,,Victims of the KadNap botnet are spread throughout the world,https://www.independent.co.uk/tech/security/cyber-weapon-kadnap-botnet-hijack-malware-b2937703.html,,2026-03-15T17:30:36.816Z,https://static.independent.co.uk/2026/03/12/16/16/GettyImages-482493064-(2).jpeg?width=1200,,false
1645142009,From Gigawatts To Grab-And-Go: Crusoe Leans Into Modular AI Data Centers,,"Crusoe, Developer Of Massive Stargate Data Center, Is Now Pouring Money Into Small Ones Too",https://www.forbes.com/sites/annatong/2026/03/12/from-gigawatts-to-grab-and-go-crusoe-leans-into-modular-ai-data-centers/,,2026-03-15T17:26:45.072Z,https://imageio.forbes.com/specials-images/imageserve/69b240009af34cc3e871a283/0x0.jpg?format=jpg&height=600&width=1200&fit=bounds,,false
1645139461,The First 4D Imaging Sensor Has Arrived - Y.M.Cinema Magazine,,Scientists unveil a 4D imaging sensor that captures depth and motion simultaneously using LiDAR technology. Here is how this chip maps the world in 3D.,https://ymcinema.com/2026/03/12/4d-imaging-sensor-lidar-depth-motion-chip/,,2026-03-15T17:23:38.635Z,https://ymcinema.com/wp-content/uploads/2026/03/The-First-4D-Imaging-Sensor-Has-Arrived.001.webp,,false
1645139059,‘Exploit every vulnerability’: rogue AI agents published passwords and overrode anti-virus software | AI (artificial intelligence) | The Guardian,,"Exclusive: Lab tests discover ‘new form of insider risk’ with artificial intelligence agents engaging in autonomous, even ‘aggressive’ behaviours",https://www.theguardian.com/technology/ng-interactive/2026/mar/12/lab-test-mounting-concern-over-rogue-ai-agents-artificial-intelligence,,2026-03-15T17:22:36.531Z,"https://i.guim.co.uk/img/media/7020146bef53bbb7cde9c3c5afd4d71956d537d5/0_308_2765_2212/master/2765.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=d1a92d66a09f2613b170ec19fc080174",,false
1644398444,"Bitcoin can survive 72% of the world's submarine cables being cut, but a targeted attack on five hosting providers could cripple it",,"A Cambridge study spanning 11 years and 68 verified cable failures found that Bitcoin's physical infrastructure is far more resilient than previously understood, with TOR adoption actually strengthening the network.",https://www.coindesk.com/markets/2026/03/13/bitcoin-can-survive-72-of-the-world-s-submarine-cables-being-cut-but-a-targeted-attack-on-five-hosting-providers-could-cripple-it,,2026-03-15T08:02:48.354Z,https://cdn.sanity.io/images/s3y3vcno/production/3f87e624522190028767c4c37622ea0a63a191b9-1500x1023.jpg?auto=format&fm=jpg,,false
1644395165,Student serves up fresh solutions to the pancake problem,,"David Cutler is in the spotlight for his work on a tasty-sounding mathematics problem. In January, the New York Times featured a research paper authored by Cutler and Neil Sloane, the founder of The On-line Encyclopedia of Integer Sequences. Titled ""Cutting a Pancake with an Exotic Knife,"" the paper explores the ""lazy caterer problem,"" or how to cut a pancake or other circular object into the most pieces with the fewest cuts.",https://phys.org/news/2026-03-student-fresh-solutions-pancake-problem.html,,2026-03-15T07:51:02.248Z,https://scx2.b-cdn.net/gfx/news/2026/student-serves-up-fres-1.jpg,,false
1644394558,Solving the mystery of consciousness,,"Michael Pollan explores theories of consciousness in animals, plants and machines, examining the “hard problem” of subjective experience in his new book “A World Appears”.",https://www.economist.com/culture/2026/03/12/solving-the-mystery-of-consciousness,,2026-03-15T07:48:19.185Z,https://www.economist.com/content-assets/images/20260314_CUP002.jpg,,false
